28.55,115.9333
28.55,115.9333
28.55,115.9333
34.6836,113.5325
3.05,101.7667
35.8219,127.1489
18.975,72.8258
30.9,75.85
37.5111,126.9743
36.6683,116.9972
32.0617,118.7778
32.0617,118.7778
22.8167,108.3167
39.9289,116.3883
12.9833,77.5833
31.8639,117.2808
36.0986,120.3719
41.0417,-81.5593
37.3325,114.7014
37.5333,121.4
36.6683,116.9972
52.3824,4.8995
26.0614,119.3061
28.9594,118.8686
52.0333,113.55
30.2936,120.1614
37.3388,-121.8914
31.0364,31.3807
45.75,126.65
48.8582,2.3387
22.25,114.1667
32.0617,118.7778
45.9836,12.7004
48.8582,2.3387
37.5111,126.9743
32.0617,118.7778
32.0617,118.7778
22.291,114.15
28.55,115.9333
30.2936,120.1614
41.7922,123.4328
29.1068,119.6442
25.0389,102.7183
32.0617,118.7778
32.0617,118.7778
32.0617,118.7778
32.0617,118.7778
34.1497,42.3819
48.8628,2.3292
42.312,-93.4466
34.129,-105.4084
51.6664,39.17
55.7522,37.6156
47.0135,8.3131
51.8333,-2.25
40.7669,29.9169
52.25,21
48.8628,2.3292
50.4333,30.5167
47.1449,8.1551
51.4964,-0.1224
47.2982,-1.4902
50.0848,14.4112
25.2639,55.3081
43.4167,11.8833
50.0833,14.4667
55.7386,37.6068
55.7386,37.6068
50.0848,14.4112
50.45,30.5233
47.2362,38.8969
47.85,35.2833
48.2,16.3667
43.4167,11.8833
54.3333,48.4
27.8563,-82.6318
19.95,79.3
-34.8517,-58.3964
-34.8915,-58.3776
-0.2167,-78.5
32.0617,118.7778
30.2936,120.1614
4.5981,-74.0758
39.9289,116.3883
37.8944,127.1992
32.0617,118.7778
-34.7517,-58.7117
41.7922,123.4328
47.1449,8.1551
3.0641,101.466
39.0481,-77.4729
33.6119,-111.8906
40.2338,-111.6585
39.9289,116.3883
39.9289,116.3883
-34.6033,-58.3816
-34.7333,-58.2553
61.25,73.4167
39.9289,116.3883
-34.6766,-58.5606
31.8639,117.2808
43.6043,1.4437
54.5293,36.2754
-22.8305,-43.2192
39.1422,117.1767
30.5801,114.2734
48.8582,2.3387
32.2441,-94.7448
28.55,115.9333
-34.7447,-58.4041
37.5112,126.9741
23.1167,113.25
31.0456,121.3997
4.6492,-74.0628
25.0389,102.7183
39.9289,116.3883
-34.8272,-58.395
30.5801,114.2734
13.7333,100.5
36.0986,120.3719
29.1068,119.6442
28.57,77.32
55.7485,37.6184
-22.8864,-43.2037
